,type,country,region,units,co2e,source,source link,note,,LEGEND
127,issuance based residual mix,luxembourg,,g/kWh,502.43,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (Direct GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
128,issuance based residual mix,malta,,g/kWh,669,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (Direct GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
129,issuance based residual mix,netherlands,,g/kWh,530.41,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (Direct GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
130,issuance based residual mix,norway,,g/kWh,454.67,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (Direct GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
131,issuance based residual mix,poland,,g/kWh,923.83,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (Direct GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
132,issuance based residual mix,portugal,,g/kWh,315.52,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (Direct GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
133,issuance based residual mix,romania,,g/kWh,402.59,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (Direct GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
134,issuance based residual mix,slovakia,,g/kWh,210.2,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (Direct GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
135,issuance based residual mix,slovenia,,g/kWh,493.94,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (Direct GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
136,issuance based residual mix,spain,,g/kWh,451,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (Direct GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
137,issuance based residual mix,sweden,,g/kWh,36.55,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (Direct GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
138,issuance based residual mix,switzerland,,g/kWh,81.35,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (Direct GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
139,LCA residual mix,belgium,,g/kWh,251.89,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
140,LCA residual mix,bulgaria,,g/kWh,528.54,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
141,LCA residual mix,croatia,,g/kWh,617.87,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
142,LCA residual mix,cyprus,,g/kWh,905.01,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
143,LCA residual mix,czech republic,,g/kWh,673.95,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
144,LCA residual mix,denmark,,g/kWh,618.52,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
145,LCA residual mix,estonia,,g/kWh,1094.5,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
146,LCA residual mix,finland,,g/kWh,373.03,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
147,LCA residual mix,france,,g/kWh,79.07,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
148,LCA residual mix,germany,,g/kWh,816.7,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
149,LCA residual mix,united kingdom,,g/kWh,416.46,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
150,LCA residual mix,greece,,g/kWh,685.43,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
151,LCA residual mix,hungary,,g/kWh,460.23,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
152,LCA residual mix,iceland,,g/kWh,550.95,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
153,LCA residual mix,ireland,,g/kWh,718.5,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
154,LCA residual mix,italy,,g/kWh,596.06,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
155,LCA residual mix,latvia,,g/kWh,375.08,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
156,LCA residual mix,lithuania,,g/kWh,446.15,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
157,LCA residual mix,luxembourg,,g/kWh,398.52,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
158,LCA residual mix,malta,,g/kWh,779.46,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
159,LCA residual mix,netherlands,,g/kWh,642.46,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
160,LCA residual mix,norway,,g/kWh,278.41,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
161,LCA residual mix,poland,,g/kWh,1031.32,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
162,LCA residual mix,portugal,,g/kWh,396.54,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
163,LCA residual mix,romania,,g/kWh,442.66,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
164,LCA residual mix,slovakia,,g/kWh,246.64,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
165,LCA residual mix,slovenia,,g/kWh,542.83,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
166,LCA residual mix,spain,,g/kWh,527.78,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
167,LCA residual mix,sweden,,g/kWh,53.61,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
168,LCA residual mix,switzerland,,g/kWh,57.29,"Association of Issuing Bodies, European Residual Mixes 2018, Table 2 pg 7 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
169,LCA issuance based residual mix,austria,,g/kWh,189.45,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
170,LCA issuance based residual mix,belgium,,g/kWh,287,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
171,LCA issuance based residual mix,bulgaria,,g/kWh,526.8,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
172,LCA issuance based residual mix,croatia,,g/kWh,605.91,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
173,LCA issuance based residual mix,cyprus,,g/kWh,906.37,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
174,LCA issuance based residual mix,czech republic,,g/kWh,674.93,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
175,LCA issuance based residual mix,denmark,,g/kWh,642.67,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
176,LCA issuance based residual mix,estonia,,g/kWh,1030.97,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
177,LCA issuance based residual mix,finland,,g/kWh,372.15,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
178,LCA issuance based residual mix,france,,g/kWh,78.09,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
179,LCA issuance based residual mix,germany,,g/kWh,815.49,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
180,LCA issuance based residual mix,united kingdom,,g/kWh,425.66,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
181,LCA issuance based residual mix,greece,,g/kWh,632.43,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
182,LCA issuance based residual mix,hungary,,g/kWh,461.27,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
183,LCA issuance based residual mix,iceland,,g/kWh,548.18,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
184,LCA issuance based residual mix,ireland,,g/kWh,671.89,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
185,LCA issuance based residual mix,italy,,g/kWh,596.84,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
186,LCA issuance based residual mix,latvia,,g/kWh,375.06,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
187,LCA issuance based residual mix,lithuania,,g/kWh,586.97,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
188,LCA issuance based residual mix,luxembourg,,g/kWh,575.72,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
189,LCA issuance based residual mix,malta,,g/kWh,779.78,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
190,LCA issuance based residual mix,netherlands,,g/kWh,639.5,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
191,LCA issuance based residual mix,norway,,g/kWh,520.23,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
192,LCA issuance based residual mix,poland,,g/kWh,1054.3,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
193,LCA issuance based residual mix,portugal,,g/kWh,396.54,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
194,LCA issuance based residual mix,romania,,g/kWh,442.66,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
195,LCA issuance based residual mix,slovakia,,g/kWh,263.89,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
196,LCA issuance based residual mix,slovenia,,g/kWh,534.17,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
197,LCA issuance based residual mix,spain,,g/kWh,512.71,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
198,LCA issuance based residual mix,sweden,,g/kWh,58.28,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
199,LCA issuance based residual mix,switzerland,,g/kWh,117.59,"Association of Issuing Bodies, European Residual Mixes 2018, Table 9 pg 33 (LCA GWP)",https://www.aib-net.org/sites/default/files/assets/facts/residual-mix/2018/AIB_2018_Residual_Mix_Results_v1_1.pdf,Values published in 2019 (possibly outdated),,
200,,,,,,,,,,
201,,,,,,,,,,
202,,,,,,,,,,
203,,,,,,,,,,
204,,,,,,,,,,
205,,,,,,,,,,
206,,,,,,,,,,
207,,,,,,,,,,
208,,,,,,,,,,
209,,,,,,,,,,
210,,,,,,,,,,
211,,,,,,,,,,
212,,,,,,,,,,
213,,,,,,,,,,
214,,,,,,,,,,
215,,,,,,,,,,
216,,,,,,,,,,
217,,,,,,,,,,
218,,,,,,,,,,
219,,,,,,,,,,
220,,,,,,,,,,
